Title,Album,Artist,Duration (ms),Rating,Play Count,Playlist,spotify_id
Let's Find an Out,Lush,Snail Mail,133000,0,5,Junkyard 2,spotify:track:2LHS9enFCzjnxoEnDIXy7j
Keeping Me Under,Keeping Me Under,Two Another,218000,0,12,Junkyard 2,spotify:track:1PQNcWNJt5P9gSLRLA5gmT
Never Never ,SBTRKT,SBTRKT,237000,0,9,Junkyard 2,spotify:track:6ttNSzoCalhgsJhXHiE7tX
Pluto Projector,Pluto Projector,Rex Orange County,267000,0,8,Junkyard 2,spotify:track:4EWBhKf1fOFnyMtUzACXEc
Still,Pools To Bathe In,The Japanese House,198000,0,16,Junkyard 2,spotify:track:3t3CpReqAorp7aHnmQlKRl
Painkiller,Painkiller,Ruel,213000,0,30,Junkyard 2,spotify:track:1YlulsUKDduOmC7WxvXYPW
I Wanna Be Your Man,On Blonde,Yukon Blonde,220000,0,8,Junkyard 2,spotify:track:0LvhKSsPhMH6xpUWY4caDz
Lo/Hi,Lo/Hi,The Black Keys,177000,0,13,Junkyard 2,spotify:track:25YlltWXRb9k7KbrEBRuhJ
Something Goes Right ,SBTRKT,SBTRKT,299000,0,7,Junkyard 2,spotify:track:2CeFP3pggzhuzZB9rLMHYW
Someone You Loved,Breach,Lewis Capaldi,182000,0,26,Junkyard 2,spotify:track:7qEHsqek33rTcFNT9PFqLf
All I Ever Wonder,Sea of Noise,St. Paul & The Broken Bones,209000,0,4,Junkyard 2,spotify:track:6kUfA51KpIMGdKYrzWLkbn
Loving Is Easy ,Loving Is Easy,Rex Orange County,155000,0,8,Junkyard 2,spotify:track:5EYi2rH4LYs6M21ZLOyQTx
Where's The Catch? ,Assume Form,James Blake,276000,0,38,Junkyard 2,spotify:track:7omij53d6AvXefx13NNyfn
Split Stones,Split Stones,Maggie Rogers,231000,0,35,Junkyard 2,spotify:track:7l9joJ1CFiSZukme7ek79a
Give It All,What Went Down,Foals,287000,0,4,Junkyard 2,spotify:track:1dawtCVI1A3nYxJX32lBH2
Radio Silence,The Colour In Anything,James Blake,240000,0,7,Junkyard 2,spotify:track:0ZPPbwJD2WVU8HdMsVtChk
Prophet,Prophet,King Princess,249000,0,5,Junkyard 2,spotify:track:4eA4z7FCy5Fp6mh8acV3GY
bitches broken hearts,bitches broken hearts,Billie Eilish,176000,0,39,Junkyard 2,spotify:track:5t3Vk8bRKylx4fjj7qlbib
Blood on Your Hands ,In a Dream,Jordyn Edmonds,116000,0,8,Junkyard 2,spotify:track:20rhXS6PyTXRWmnfXDC53G
Make It Better ,Make It Better (feat. Smokey Robinson),Anderson .Paak,219000,0,6,Junkyard 2,spotify:track:4SBVWkRIMJ6WBCYPvr5Bwr
I Got You ◑ ,Love Me / Love Me Not,HONNE,211000,0,0,Junkyard 2,spotify:track:5ehUXOmfG5u6V3LgNZ3pL6
Berlin,Dawn,RY X,174000,0,12,Junkyard 2,spotify:track:7BSMSvK0WxrDeI98bswYa8
Syrups,Everything Not Saved Will Be Lost Pt. 1,Foals,328000,0,19,Junkyard 2,spotify:track:3HteidpVk31b0a3Swfw0Oe
Coastal Love,Warm on a Cold Night,HONNE,245000,0,4,Junkyard 2,spotify:track:5IMckMdrKc1y6Pa1oUeFAI
Chemical Sweat,Thoughts From Yesterday,Elliot Root,219000,0,11,Junkyard 2,spotify:track:3pxXVNkeKzf0veouyscrHA
Birch Tree,What Went Down,Foals,261000,0,5,Junkyard 2,spotify:track:5mOPeaSXywGZX3mDflbDsq
Life Round Here,Overgrown,James Blake,217000,0,11,Junkyard 2,spotify:track:2746pcTPaE9FBHkvUivCsg
Weather,Weather,Ginger Root,223000,0,7,Junkyard 2,spotify:track:2e2sjg5Na8ATIgwb1T7zWJ
Hawaiian Mazes,III,BANKS,243000,0,6,Junkyard 2,spotify:track:6IwqOnORFD7Jssoyor6Ngf
Late Night,Holy Fire,Foals,327000,0,6,Junkyard 2,spotify:track:3VEmt3PtYnKsGrINV70AQq
On the Luna,Everything Not Saved Will Be Lost Pt. 1,Foals,192000,0,11,Junkyard 2,spotify:track:0Sfj5fPqZzCq9o3f1NNphz
WHEN I WAS OLDER ,WHEN I WAS OLDER (Music Inspired By The Film ROMA),Billie Eilish,270000,0,29,Junkyard 2,spotify:track:7tGEAA1f8MydT7eVbbO9Zy
ocean eyes,dont smile at me,Billie Eilish,200000,0,7,Junkyard 2,spotify:track:7hDVYcQq6MxkdJGweuCtl9
Mile High ,Assume Form,James Blake,193000,0,43,Junkyard 2,spotify:track:4cQrSREMqBSvJ8ZzBZjVb8
The Green Room,Tins,The Tins,434000,0,12,Junkyard 2,spotify:track:1Jh4u2L0ryMdAPCtvQuXHg
Night Air,Mirrorwriting,Jamie Woon,322000,0,7,Junkyard 2,spotify:track:73C8W2PBSEbfoNIi1J93MN
Howling,Dawn,RY X,309000,0,4,Junkyard 2,spotify:track:34hMOtKwf5nm8tjvkGV0Dk
That Message,Paint,Holy Holy,214000,0,15,Junkyard 2,spotify:track:0nornO3qOZgu80UdC3Qs8h
Gold Teeth ,Angel&#39;s Pulse,Blood Orange,181000,0,19,Junkyard 2,spotify:track:3BbWvLOFaxx0npzxfRixyO
bury a friend,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,193000,0,14,Junkyard 2,spotify:track:4SSnFejRGlZikf02HLewEF
Six Feet Under,Six Feet Under,Billie Eilish,189000,0,26,Junkyard 2,spotify:track:2VlLbhGLVJgdOW7kKdWWFc
White Onions,Everything Not Saved Will Be Lost Pt. 1,Foals,185000,0,37,Junkyard 2,spotify:track:36GhBMw1CVJpsrazHYbXQy
Bear Hands,A Good Look,Private Island,284000,0,24,Junkyard 2,spotify:track:2aTfkAV3oxoBF5FJvUY4ja
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,196000,0,30,Junkyard 2,spotify:track:43zdsphuZLzwA9k4DJhU0I
Sunday,Everything Not Saved Will Be Lost Pt. 1,Foals,354000,0,11,Junkyard 2,spotify:track:4Wt0oSeCIfNSuzXXgi4eXC
Foreign Tides,Unfurl,RY X,232000,0,6,Junkyard 2,spotify:track:5JCUYNmvw0uBYEr4PHASiw
Calypso Beach,Dare,Northeast Party House,233000,0,11,Junkyard 2,spotify:track:6roBK59UIWUDEbaJniWxjb
Moderation,Moderation,Florence + The Machine,188000,0,9,Junkyard 2,spotify:track:6V0PPYLaQ5fCAPftwIgpuN
Beggar's Song,Bank On The Funeral,Matt Maeson,235000,0,29,Junkyard 2,spotify:track:4NK49OnNDP3oJcTGs89XSg
Hallucinogenics,The Hearse,Matt Maeson,185000,0,41,Junkyard 2,spotify:track:6bLU8e0LGyztE9iD5DWBQ1
Exits,Everything Not Saved Will Be Lost Pt. 1,Foals,357000,0,15,Junkyard 2,spotify:track:7gVGBGI4ZqvkYBlh2LdrQy
Limit To Your Love,James Blake,James Blake,276000,0,31,Junkyard 2,spotify:track:33BnSMHgX0AsbKSIbkuMwh
everything i wanted,everything i wanted,Billie Eilish,245000,0,29,Junkyard 2,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ
Come Home ,Ventura,Anderson .Paak,266000,0,12,Junkyard 2,spotify:track:6RpunyUP44SDweJPDScLSF
Sunflower,Sunflower,Rex Orange County,252000,0,9,Junkyard 2,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ
Work,Work,Jon Vinyl,217000,0,8,Junkyard 2,spotify:track:5TCm513MBolA4KI1SzPNQe
Retrograde,Overgrown,James Blake,223000,0,17,Junkyard 2,spotify:track:2IqjKEBiz0CdLKdkXhxw84
Wave,EP,Lewis Del Mar,238000,0,12,Junkyard 2,spotify:track:3TTVgqpcMhzeymFY0OJ4Ia
Love the Way You Are,Critical Hit,Yukon Blonde,212000,0,7,Junkyard 2,spotify:track:5uuMKIUThLaVl1r0cF1UWY
Call It Home,Mahjong Room,Ginger Root,218000,0,12,Junkyard 2,spotify:track:6dkrdTD7a0t5swwp9UHo1j
Lost on You,Lost on You,LP,268000,0,16,Junkyard 2,spotify:track:2LIh4uzqq9cXMPzzmcToHl
Fire,Reprisal,Peking Duk,226000,0,6,Junkyard 2,spotify:track:3BZkEOJwKUYRlkLWZB1izC
New Girl,New Girl,Finneas,181000,0,2,Junkyard 2,spotify:track:5xtBRnNNSUihY0J6zi4Ytc
Overnight,Heard It In A Past Life,Maggie Rogers,200000,0,12,Junkyard 2,spotify:track:4L9l5x0WuzNtyEBeqzvgPE
Free Animal,For the Light,Foreign Air,180000,0,16,Junkyard 2,spotify:track:5nQvUs9YQeg3vshSzydlRw
Are You All Good?,Are You All Good?,breathe.,192000,0,14,Junkyard 2,spotify:track:1kt7yK7e8c6ELn7mzb5UCQ
Alaska,Heard It In A Past Life,Maggie Rogers,188000,0,9,Junkyard 2,spotify:track:4HfLQJtVT1KiX1eVedDyTm
Put It On Me,The Hearse,Matt Maeson,202000,0,11,Junkyard 2,spotify:track:7tySfDFfBiCjraLdoy6In5
London Thunder,What Went Down,Foals,254000,0,4,Junkyard 2,spotify:track:55H7cdGXn6670EiHiTuOtU
Saturday Night,On Blonde,Yukon Blonde,301000,0,32,Junkyard 2,spotify:track:0i9UxGX7qqnOHdGvzwtq9y
I Guess I Just Feel Like,I Guess I Just Feel Like,John Mayer,285000,0,7,Junkyard 2,spotify:track:1HNywa8Bk0TmzRwQrzhtPo
Origins,Young &amp; Old,Tennis,208000,0,4,Junkyard 2,spotify:track:6TJAFFa2VaRdFB5UA4BJRt
Black Madonna,Social Cues,Cage The Elephant,226000,0,28,Junkyard 2,spotify:track:4Y6GIje3GErVRIq1Ff5BJq
Pizza Guy,Pizza Guy / Show Me,Touch Sensitive,349000,0,12,Junkyard 2,spotify:track:1bq6eYt2tdB5rSkwXgiwgD
Tribulation,Bank On The Funeral,Matt Maeson,193000,0,20,Junkyard 2,spotify:track:2CCy0wnJTtUIMoHpmGRcwM
Touch,Up All Night - EP,Matt DiMona,216000,0,9,Junkyard 2,spotify:track:2RLgQdny8bzxQ9fOQDCi7N
London,London,breathe.,209000,0,13,Junkyard 2,spotify:track:7DyJ34GNKHOlgFueTfTqVB
Elephant,Lonerism,Tame Impala,211000,0,34,Junkyard 2,spotify:track:6qZjm61s6u8Ead9sWxCDro
Grace,The Paradox,Jacob Banks,216000,0,6,Junkyard 2,spotify:track:2ZKHqERUbvXfcJGXLObv0X
Burning,Heard It In A Past Life,Maggie Rogers,213000,0,3,Junkyard 2,spotify:track:68vxG1i6RSmrsY9mRdqDgG
Faith,"i,i",Bon Iver,217000,0,6,Junkyard 2,spotify:track:5fLZQWarUISdz4attMFTXl
Location Unknown ◐  [Brooklyn Session],Location Unknown ◐ (feat. BEKA) [Brooklyn Session],HONNE,328000,0,6,Junkyard 2,spotify:track:4aT6vP9y2eDjxmRGm5ZqSC
Go With It ,Half Shadows,TOKiMONSTA,263000,0,7,Junkyard 2,spotify:track:5dFhRQKsHnAiyg9wXKtJDz
On + Off,Heard It In A Past Life,Maggie Rogers,221000,0,9,Junkyard 2,spotify:track:2kvwSbG26eHKUJdvH7DiR2
Dark & Handsome ,Angel&#39;s Pulse,Blood Orange,153000,0,23,Junkyard 2,spotify:track:0Zgcv1wy4bRWpfsM27uPGK
The Times I'm Not There ,The Times I&#39;m Not There,NE-HI,160000,0,5,Junkyard 2,spotify:track:30lXd6GBXld0XQyOKE1Ku9
Punks and Poets,2,Elliot Root,243000,0,23,Junkyard 2,spotify:track:15arhZdjyxnf4vgUTwTP7n
Fallingwater,Heard It In A Past Life,Maggie Rogers,271000,0,8,Junkyard 2,spotify:track:2CPLGREl5ahzA2WPBMkpxh
Wicked Lies,Conjure,Elliot Root,240000,0,7,Junkyard 2,spotify:track:6xE35gSteYEDwlNnfsKnf5
bellyache,dont smile at me,Billie Eilish,179000,0,12,Junkyard 2,spotify:track:51NFxnQvaosfDDutk0tams
Out of My Mind ,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,610000,0,77,JM and Friends,spotify:track:5WMKS1iDfugyLhfibIlR51
Daughters ,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,304000,0,108,JM and Friends,spotify:track:5FPnjikbwlDMULCCCa6ZCJ
I Miss That Whip,Venice,Anderson .Paak,188000,0,13,JM and Friends,spotify:track:1x0WbCpdSPdwVoTCdJ4pPZ
Dirty Old Town,Goodnight (Go Home),Craig Cardiff,246000,0,7,JM and Friends,spotify:track:5MLOLDUEBT78eyG3WLQymh
I Don't Trust Myself  ,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,524000,0,41,JM and Friends,spotify:track:7peh6LUcdNPcMdrSH4JPsM
Better Together,In Between Dreams,Jack Johnson,207000,0,26,JM and Friends,spotify:track:4VywXu6umkIQ2OS0m1I79y
The Wolves,Every Kingdom,Ben Howard,309000,0,23,JM and Friends,spotify:track:2zKoA5gp5Xaw3mrp45XIrR
CONTACTS,ALL-AMERICAN TRASH,BROCKHAMPTON,91000,0,9,JM and Friends,spotify:track:0hkxAENNrJ18AzHqync5n3
Slow Hands ,Slow Hands (Acoustic),Niall Horan,160000,0,7,JM and Friends,spotify:track:2cOUlop2ZakjOKe4WinesN
Queen of California ,The Complete 2012 Performances Collection,John Mayer,220000,0,18,JM and Friends,spotify:track:0CETmgFGt8Ne8vLnaLcduU
Bold as Love ,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,517000,0,54,JM and Friends,spotify:track:50DMG6AvtNzbrxMc62w6ph
Patience,Release the Brakes - EP,Tom Grennan,176000,0,17,JM and Friends,spotify:track:77UxGjiKrzaobLPeqlOuRc
If Only,Timing,Gabe Bondoc,263000,0,4,JM and Friends,spotify:track:4tY88qJK6tAzuZzN55U7Qf
Man In The Mirror ,Man in The Mirror (Acoustic Version),James Morrison,244000,0,46,JM and Friends,spotify:track:0F6cwDoiuOUzlfpFgwLjAc
Empire State of Mind  Broken Down,The Element Of Freedom,Alicia Keys,216000,0,13,JM and Friends,spotify:track:5sra5UY6sD658OabHL3QtI
"Big Smoke, Pt. 2 ",Notion - EP,Tash Sultana,577000,0,5,JM and Friends,spotify:track:0rJacW0roJ7Xl4pIGFue5V
"Friends, Lovers or Nothing",Battle Studies,John Mayer,359000,0,32,JM and Friends,spotify:track:1wkaoS4jTVXYMUWHKVFZTk
Keep Your Head Up,Every Kingdom,Ben Howard,264000,0,34,JM and Friends,spotify:track:5fpEDGQX0Ah3utGnFYulQZ
Around,Zephyr,NIKI,183000,0,47,JM and Friends,spotify:track:6tv9CzrMUHQFrm9VHHO1hv
Love on the Weekend,Love on the Weekend,John Mayer,212000,0,29,JM and Friends,spotify:track:0oiCeOPwm4zhwfyIpAE37y
I Don't Trust Myself ,Continuum,John Mayer,292000,0,10,JM and Friends,spotify:track:7peh6LUcdNPcMdrSH4JPsM
When You Love Someone,First Impressions,James TW,216000,0,38,JM and Friends,spotify:track:0TXNKTzawI6VgLoA9UauRp
Free Fallin' ,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,263000,0,86,JM and Friends,spotify:track:4LloVtxNZpeh7q7xdi1DQc
In Your Atmosphere ,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,345000,0,95,JM and Friends,spotify:track:0EUSbTvyZfo9QOcxunL9Ro
Slow Dancing in a Burning Room,Continuum,John Mayer,242000,0,58,JM and Friends,spotify:track:2jdAk8ATWIL3dwT47XpRfu
Neon,Room For Squares,John Mayer,262000,0,3,JM and Friends,spotify:track:7Kohy4v3KLWfUXlv9N3feB
Heartbreak Warfare,Battle Studies,John Mayer,269000,0,21,JM and Friends,spotify:track:4gs07VlJST4bdxGbBsXVue
The Guy That Says Goodbye to You Is out of His Mind,The Guy That Says Goodbye to You Is out of His Mind,Stephen Babcock,207000,0,23,JM and Friends,spotify:track:3bQgdfJ7y8HtVEQAdWwEZZ
Please Keep Loving Me ,Please Keep Loving Me (Acoustic),James TW,197000,0,10,JM and Friends,spotify:track:78zUxUPvONPgMIt46q5be6
First Choice,Timing,Gabe Bondoc,194000,0,12,JM and Friends,spotify:track:5QKolgb84zxXPGfv6jNDMT
Buying Time,Buying Time,Lucky Daye,236000,0,51,JM and Friends,spotify:track:3Yt0liwMgB3I0xv3FQBDzI
I Love You 3000,I Love You 3000,Joseph Vincent,154000,0,15,JM and Friends,spotify:track:7oZcflm6rJHMzEd0y9igtb
Be As You Are ,Island Life Coffee House (Vol. 1),Mike Posner,234000,0,2,JM and Friends,spotify:track:4QPDhJZOme7hpreUuOSLWE
Why Georgia ,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,267000,0,58,JM and Friends,spotify:track:1c7UYTut2SBOPq64o2t0uN
Queen of California,Born And Raised,John Mayer,250000,0,31,JM and Friends,spotify:track:0CETmgFGt8Ne8vLnaLcduU
Gravity ,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,581000,0,67,JM and Friends,spotify:track:3SktMqZmo3M9zbB7oKMIF7
Old Pine,Every Kingdom,Ben Howard,328000,0,50,JM and Friends,spotify:track:3CAX47TnPqTujLIQTw8nwI
Wildfire ,Paradise Valley,John Mayer,85000,0,8,JM and Friends,spotify:track:0QTCTu0CXv4X1JEE4gNpGv
La La Lost You ,NIKI Acoustic Sessions: Head In The Clouds II,NIKI,208000,0,17,JM and Friends,spotify:track:5WkCcSa78lM1Ym4LXzJUiN
Eastside ,Eastside (Acoustic),benny blanco,173000,0,6,JM and Friends,spotify:track:0d2iYfpKoM0QCKvcLCkBao
Half of My Heart,Battle Studies,John Mayer,250000,0,27,JM and Friends,spotify:track:7hR5toSPEgwFZ78jfHdANM
When You Say,The Summertime LP,Gabe Bondoc,209000,0,12,JM and Friends,spotify:track:5bpCEFOYSS4DLCI90ngX0q
Why Georgia,Room For Squares,John Mayer,268000,0,30,JM and Friends,spotify:track:1c7UYTut2SBOPq64o2t0uN
Perfectly Lonely,Battle Studies,John Mayer,268000,0,31,JM and Friends,spotify:track:42dbDZX9bsEGqMZWYmnR7J
I Love You 3000,I Love You 3000,Stephanie Poetri,209000,0,29,JM and Friends,spotify:track:3znQ9i61vfe2E7URHlOiyc
"Sitting, Waiting, Wishing",In Between Dreams,Jack Johnson,183000,0,21,JM and Friends,spotify:track:5eWOsyHHic4vJP3LjTVhqv
Skinny Love,"For Emma, Forever Ago",Bon Iver,238000,0,43,JM and Friends,spotify:track:2cbic3TiUENlJX91y67ARR
Only Love,Every Kingdom,Ben Howard,249000,0,25,JM and Friends,spotify:track:2uhEKg8kIzpdvz4gyy6x8W
The Heart of Life,Continuum,John Mayer,198000,0,29,JM and Friends,spotify:track:78DwRIo6Vj6wqteyerGetr
Written In The Stars,Written In The Stars,John Legend,231000,0,7,JM and Friends,spotify:track:6SLMyJPRTh2zCX9SJJHTZQ
Session 32,Session 32,Summer Walker,98000,0,14,JM and Friends,spotify:track:2ktg2oZDyFAX3iY1QNkXl5
Wheel,Heavier Things,John Mayer,332000,0,32,JM and Friends,spotify:track:2Jr39bnXx3WOUmdlI4S00f
Home Life,Heavier Things,John Mayer,253000,0,32,JM and Friends,spotify:track:4UoJ14X24nu9YGwE1r0JOy
Bigger Than My Body,Heavier Things,John Mayer,265000,0,29,JM and Friends,spotify:track:0Jh9EBGN205Yc7JN2zZ2f1
Do You Remember,In Between Dreams,Jack Johnson,144000,0,23,JM and Friends,spotify:track:1EZJBB6bvCcrvYRlOyoHuf
War of My Life,Battle Studies,John Mayer,255000,0,42,JM and Friends,spotify:track:1Jc3tGa11ITNgph0yewlqn
Banana Pancakes,In Between Dreams,Jack Johnson,191000,0,26,JM and Friends,spotify:track:451GvHwY99NKV4zdKPRWmv
Who Says,Battle Studies,John Mayer,175000,0,34,JM and Friends,spotify:track:0HLWvLKQWpFdPhgk6ym58n
Vultures,Continuum,John Mayer,250000,0,26,JM and Friends,spotify:track:1IdTIzkTK6CcpKKgMUGbg7
3:59 AM,In the Throes,John Moreland,180000,0,6,JM and Friends,spotify:track:0tVNmkaC0BmBhHQ7rHw0LM
Self Control,Blonde,Frank Ocean,249730,0,100,JM and Friends,spotify:track:5GUYJTQap5F3RDQiCOJhrS
"Common, Simple, Beautiful",4 Years &amp; Counting...,Jennifer Chung,181000,0,8,JM and Friends,spotify:track:7nZ6HdrdqqheGdGQG9L2T7
Dreaming with a Broken Heart,Continuum,John Mayer,245000,0,21,JM and Friends,spotify:track:7keXdrB4mz57u4b8YkCwag
I Know,Volume 2,Pink Sweat$,178000,0,36,JM and Friends,spotify:track:0BnAnTm9Jgiyz6Zx3dJIni
Everything,Every Kingdom,Ben Howard,285000,0,19,JM and Friends,spotify:track:56bOdng7r1xmkX3aIbqal9
Strange Land ,NIKI Acoustic Sessions: Head In The Clouds II,NIKI,173000,0,6,JM and Friends,spotify:track:11cqsCFJayk8dLyJqPvGvp
Stop This Train ,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,300000,0,144,JM and Friends,spotify:track:3E6iea9uEmB7gRru4lyP6h
Finesse,Finesse,Joseph Vincent,124000,0,46,JM and Friends,spotify:track:1RMuo6e8vADkYmKw0wMFC7
Latch ,In The Lonely Hour (Google Play Exclusive Deluxe Edition),Sam Smith,223000,0,31,JM and Friends,spotify:track:5vUNRJsvEOUsz4sbKkJpFr
City Love,Room For Squares,John Mayer,240000,0,50,JM and Friends,spotify:track:5O3fUsQQBFxW8SH1kHthDH
No Such Thing,Room For Squares,John Mayer,231000,0,49,JM and Friends,spotify:track:6Vecwo7AHst9V2CE3kmwr0
Juke Jam ,Juke Jam (triple j Like A Version),Ziggy Alberts,231000,0,12,JM and Friends,spotify:track:53ghsLlGHyHvc76wKlWbMv
Slow Dancing in a Burning Room ,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,319000,0,110,JM and Friends,spotify:track:2jdAk8ATWIL3dwT47XpRfu
Stop This Train,Continuum,John Mayer,285000,0,55,JM and Friends,spotify:track:3E6iea9uEmB7gRru4lyP6h
The Fear,Every Kingdom,Ben Howard,260000,0,8,JM and Friends,spotify:track:17bpxYmEJLHVdptkxtjHbh
Slow Dancing in a Burning Room ,The Village Sessions,John Mayer,232000,0,42,JM and Friends,spotify:track:2jdAk8ATWIL3dwT47XpRfu
3x5,Room For Squares,John Mayer,289000,0,33,JM and Friends,spotify:track:2Knlcf82LF6hp6Bf0gldtN
A Face To Call Home,Born And Raised,John Mayer,285000,0,21,JM and Friends,spotify:track:601913bnwOH19HblKXMr2d
talk is overrated ,stripped.,Jeremy Zucker,141000,0,12,JM and Friends,spotify:track:7cflqPPi3zWfLFRRBTWeh6
My Stupid Mouth,Room For Squares,John Mayer,223000,0,44,JM and Friends,spotify:track:3jFP1e8IUpD9QbltEI1Hcg
First Mind,First Mind,Nick Mulvey,185000,0,11,JM and Friends,spotify:track:2XA4EGxl7nP1GQbUj2N4I0
After All  [Acoustic],After All (Acoustic),Jennifer Chung,339000,0,7,JM and Friends,spotify:track:4pCQEr7v9pDaxs1G3qParg
In Repair,Continuum,John Mayer,367000,0,19,JM and Friends,spotify:track:7MRn6wgG0ReDRNYV5wJeGX
On My Mind ,On My Mind (acoustic),Preditah,176000,0,59,JM and Friends,spotify:track:4ktAIutrCjL3oD9rR1aEWU
Gravity,Continuum,John Mayer,245000,0,64,JM and Friends,spotify:track:3SktMqZmo3M9zbB7oKMIF7
Something Like Olivia,Born And Raised,John Mayer,180000,0,10,JM and Friends,spotify:track:1aiDlPLPljMFUylWjMZras
"Big Smoke, Pt. 1 ",Notion - EP,Tash Sultana,672000,0,14,JM and Friends,spotify:track:3XfxLIVqOhggDtzPwp7bpp
Heartless,808s &amp; Heartbreak,Kanye West,211000,0,6,Throw it back (hood),spotify:track:4EWCNWgDS8707fNSZ1oaA5
"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city",Kendrick Lamar,310000,0,0,Throw it back (hood),spotify:track:712uvW1Vezq8WpQi38v2L9
Lost   ,Acid Rap,Chance The Rapper,183768,0,16,Throw it back (hood),spotify:track:5v2ePUTZiv1mPDCD1nSbfF
Smoke Again   ,Acid Rap,Chance The Rapper,271362,0,18,Throw it back (hood),spotify:track:0oeqJpFHNRjxa0kOMh4eQY
Know Bout Me ,Know Bout Me,Timbaland,263000,0,29,Throw it back (hood),spotify:track:0mcrxVVgQd6jUpLArEB4k6
Everything I Love The Most,Radioactive,Yelawolf,245000,0,5,Throw it back (hood),spotify:track:6KVuoJUrhbVgMrqZX5T7Kg
F*ckwithmeyouknowigotit ,Magna Carta... Holy Grail,JAY-Z,243000,0,0,Throw it back (hood),spotify:track:3PBC860LAeS4utDAqlqIe2
You Make Me Wanna...,My Way,Usher,219000,0,27,Throw it back (hood),spotify:track:47TqCCnEliDp8NRDyIQoQq
Halftime ,My Brother &amp; Me,Ying Yang Twins,271000,0,2,Throw it back (hood),spotify:track:0vHuJINsxpgg6SWpuIbKfY
Erase Me  ,Man On The Moon II: The Legend Of Mr. Rager,Kid Cudi,192000,0,23,Throw it back (hood),spotify:track:6XkuklKiHYVTlVvWlTgQYP
Overnight Celebrity,Kamikaze,Twista,233000,0,25,Throw it back (hood),spotify:track:2tOZtdbkAMQASWokLvSlzj
Money Trees ,"good kid, m.A.A.d city",Kendrick Lamar,386000,0,35,Throw it back (hood),spotify:track:2HbKqm4o0w5wEeEFXm2sD4
Smile Back,Blue Slide Park,Mac Miller,162000,0,1,Throw it back (hood),spotify:track:2ZGBhrxA4ghKqoOMBdn966
Cooler Than Me ,Cooler Than Me EP,Mike Posner,227000,0,21,Throw it back (hood),spotify:track:2V4bv1fNWfTcyRJKmej6Sj
"Bitch, Don’t Kill My Vibe  ","good kid, m.A.A.d city",Kendrick Lamar,278000,0,33,Throw it back (hood),spotify:track:712uvW1Vezq8WpQi38v2L9
Everybody's Something   ,Acid Rap,Chance The Rapper,275704,0,8,Throw it back (hood),spotify:track:4NBQVFmu2R7lmRU3yoSMm4
Nobody's Perfect ,Cole World: The Sideline Story,J. Cole,190000,0,66,Throw it back (hood),spotify:track:6Nw1WHydftZy2joT2nTiCR
Paranoid ,808s &amp; Heartbreak,Kanye West,277000,0,0,Throw it back (hood),spotify:track:0w2piYWj1F2bzUftzGJgK9
Day 'N' Nite  ,Man On The Moon: The End Of Day,Kid Cudi,221000,0,9,Throw it back (hood),spotify:track:5FEXPoPnzueFJQCPRIrC3c
White ,channel ORANGE,Frank Ocean,76000,0,32,Throw it back (hood),spotify:track:3xKsf9qdS1CyvXSMEid6g8
PA Nights,Blue Slide Park,Mac Miller,184000,0,5,Throw it back (hood),spotify:track:5dDawzcLA1fbW2WV0zB8gH
Black Beatles ,SremmLife 2 (Deluxe),Rae Sremmurd,291000,0,2,Throw it back (hood),spotify:track:6fujklziTHa8uoM5OQSfIo
Coldest Winter,808s &amp; Heartbreak,Kanye West,164000,0,1,Throw it back (hood),spotify:track:2RRFTLIglxHgAYQzsSLI4Y
In The Cut ,Kush &amp; OJ,Wiz Khalifa,253292,0,22,Throw it back (hood),spotify:track:2KxeQSQp0CnS9IJGRh6YGJ
The White Shoes ,The Album About Nothing,Wale,270000,0,41,Throw it back (hood),spotify:track:0cA2d2Il6tPth6W1gnHFnj
High ,Piñata,Freddie Gibbs,177000,0,4,Throw it back (hood),spotify:track:2bSF5Qs8IQE9RRaZIef7mO
Amazing ,808s &amp; Heartbreak,Kanye West,238000,0,4,Throw it back (hood),spotify:track:0m3Ze0cy8qBHSsV2exAfCw
Trophies ,Rise Of An Empire (Deluxe),Young Money,188000,0,5,Throw it back (hood),spotify:track:6HfOzLLjsaXsehIFEsrxTk
Enter Galactic ,Man On The Moon: The End Of Day,Kid Cudi,260000,0,4,Throw it back (hood),spotify:track:6Bs8KdjRAuv3rzCIdchXwu
Blood On The Leaves,Yeezus,Kanye West,359000,0,2,Throw it back (hood),spotify:track:42GcjriRK6srwHkfbkBqVl
