Title,Album,Artist,Duration (ms),Rating,Play Count,Playlist,spotify_id
Love Lockdown,808s &amp; Heartbreak,Kanye West,270000,0,0,Throw it back (hood),spotify:track:1kxeWHF9PrCVZHvVskv8lg
Kiss Me Thru The Phone ,iSouljaBoyTellem,Soulja Boy Tell Em,193000,0,1,Throw it back (hood),spotify:track:2q4rjDy9WhaN3o9MvDbO21
My Boo ,Total Dance Explosion,Ghost Town DJs,248000,0,30,Throw it back (hood),spotify:track:4c0rkFPszqQTyC753tsCMU
Missed Calls,Blue Slide Park,Mac Miller,178000,0,8,Throw it back (hood),spotify:track:6ET22Ri3FYXi5C8BBqHWcO
Stan ,The Marshall Mathers LP,Eminem,404000,0,3,Throw it back (hood),spotify:track:3UmaczJpikHgJFyBTAJVoz
The Last Song,Radioactive,Yelawolf,221000,0,4,Throw it back (hood),spotify:track:3MiUOStevrifCxop5MlKz1
Supreme,Mastermind (Deluxe),Rick Ross,217000,0,8,Throw it back (hood),spotify:track:3BCY3N5MfRXjTpcIyHuKLZ
Favorite Song   ,Acid Rap,Chance The Rapper,184262,0,26,Throw it back (hood),spotify:track:1sFstGV1Z3Aw5TDFCiT7vK
Look Alive,SremmLife 2 (Deluxe),Rae Sremmurd,228000,0,3,Throw it back (hood),spotify:track:2IGr3q6ljcpLvHDFLtI0yW
Crack Rock,channel ORANGE,Frank Ocean,224000,0,78,Throw it back (hood),spotify:track:5lcyIeEfwZTs8Ajw3kdF7P
ATLiens,ATLiens,OutKast,230000,0,3,Throw it back (hood),spotify:track:2vfvGlqCB7oertO5VLE0sz
"So Fresh, So Clean",Stankonia,OutKast,240000,0,3,Throw it back (hood),spotify:track:6glsMWIMIxQ4BedzLqGVi4
The Way I Live  ,Across The Water,Baby Boy Da Prince,324000,0,0,Throw it back (hood),spotify:track:68Zq7PMcPIQE8ol1x3gAqw
Sanctified ,Mastermind (Deluxe),Rick Ross,289000,0,13,Throw it back (hood),spotify:track:39RWgrQOBCLQH88wy0TBm9
The Girls on Drugs ,The Album About Nothing,Wale,249000,0,38,Throw it back (hood),spotify:track:09GCuO9yQH5R1E8HYknrV8
Swimming Pools  ,"good kid, m.A.A.d city",Kendrick Lamar,313000,0,1,Throw it back (hood),spotify:track:6REbwUNlppTfcnV4d4ZoZi
Clique,Clique,Kanye West,293000,0,6,Throw it back (hood),spotify:track:3rbNV2GI8Vtd8byhUtXZID
Dirt off Your Shoulder / Lying from You,Collision Course (Deluxe Version),Jay-Z / Linkin Park,244000,0,2,Throw it back (hood),spotify:track:7dvd3b2oz7AFgXrPBIIYxR
RoboCop,808s &amp; Heartbreak,Kanye West,274000,0,4,Throw it back (hood),spotify:track:02LAK7qT1wya0klSeNO96f
Hate It Or Love It  ,The Massacre,50 Cent,263000,0,4,Throw it back (hood),spotify:track:6TYPoBrn53njY2C0WwdmA1
Poetic Justice ,"good kid, m.A.A.d city",Kendrick Lamar,300000,0,46,Throw it back (hood),spotify:track:2P3SLxeQHPqh8qKB6gtJY2
Fuckin' up the Count,Shadow of a Doubt,Freddie Gibbs,201000,0,5,Throw it back (hood),spotify:track:19qoXk7V1Fs3BV5MkCOaA9
Numb / Encore,Collision Course (Deluxe Version),Jay-Z / Linkin Park,205000,0,1,Throw it back (hood),spotify:track:5sNESr6pQfIhL3krM8CtZn
Man In The Hat,Blue Slide Park,Mac Miller,196000,0,6,Throw it back (hood),spotify:track:0AYJ0EyS83IPvrPwuV7KoQ
How We Do ,The Documentary,The Game,235000,0,3,Throw it back (hood),spotify:track:4PmMVdIFpJTB9WQbmILf4p
Welcome to Atlanta ,Instructions,Jermaine Dupri,200000,0,2,Throw it back (hood),spotify:track:19VTqucnxJuH6kilNdweTh
Cudi Zone,Man On The Moon: The End Of Day,Kid Cudi,259000,0,16,Throw it back (hood),spotify:track:03MWa1FMygR3RrQoQytsjS
Rosa Parks,Big Boi &amp; Dre Present...OutKast,OutKast,237000,0,2,Throw it back (hood),spotify:track:0shK5iZQppbHPQYiy60xs9
Soundtrack 2 My Life,Man On The Moon: The End Of Day,Kid Cudi,235000,0,8,Throw it back (hood),spotify:track:1cdC9TCqyLwAlsw3fVJaJS
FDB,FDB,Young Dro,220000,0,5,Throw it back (hood),spotify:track:7guFTOd0fuKZoT2Z6LQE9w
The Next Episode ,2001 (Bonus Tracks),Dr. Dre,161000,0,2,Throw it back (hood),spotify:track:4LwU4Vp6od3Sb08CsP99GC
Like I Love You,Justified,Justin Timberlake,283000,0,66,Throw it back (hood),spotify:track:6W2Ef5Ph6ILTUAedoQ3QIv
Good Girls ,Where I Belong,Cris Cab,185000,0,6,Throw it back (hood),spotify:track:0tdNZeN1UmENqH0SMszWZ9
Right Above It  ,I Am Not A Human Being,Lil Wayne,271000,0,2,Throw it back (hood),spotify:track:1kMuU3TNQvHbqvXCWBodmP
Under The Weather,Blue Slide Park,Mac Miller,260000,0,1,Throw it back (hood),spotify:track:15NEIBMCFHg6UElFbxQuph
Chain Smoker  ,Acid Rap,Chance The Rapper,209638,0,18,Throw it back (hood),spotify:track:4Jh8aypoHtCqv5GPzZxPsz
93 'Til Infinity,93 &#39;til Infinity,Souls Of Mischief,286000,0,0,Throw it back (hood),spotify:track:0PV1TFUMTBrDETzW6KQulB
Cocoa Butter Kisses  ,Acid Rap,Chance The Rapper,305812,0,32,Throw it back (hood),spotify:track:0aMHIW1lqrulVCx0LLlr6a
Pony,Ginuwine... The Bachelor,Ginuwine,324000,0,11,Throw it back (hood),spotify:track:6mz1fBdKATx6qP4oP1I65G
Air Force Ones ,Nellyville,Nelly,304000,0,0,Throw it back (hood),spotify:track:7kAFSrTIOiVZ0gnHBuAH3l
Family Affair,No More Drama,Mary J. Blige,265000,0,3,Throw it back (hood),spotify:track:3aw9iWUQ3VrPQltgwvN9Xu
Make Her Say,Man On The Moon: The End Of Day,Kid Cudi,216000,0,13,Throw it back (hood),spotify:track:7dZAPeA3Of5j5Vaef0DQ6M
Backseat Freestyle,"good kid, m.A.A.d city",Kendrick Lamar,212000,0,0,Throw it back (hood),spotify:track:3aGibUHhQyBsyumYHylw0K
Black Skinhead,Yeezus,Kanye West,188000,0,2,Throw it back (hood),spotify:track:722tgOgdIbNe3BEyLnejw4
The Way You Move ,Speakerboxxx/The Love Below (Deluxe),OutKast,234000,0,5,Throw it back (hood),spotify:track:5z7mYFfhw6N6f23VwrokJD
In The Air,On And On And Beyond,Mac Miller,177000,0,2,Throw it back (hood),spotify:track:6oIXRxT4ehQ1oxJZQOrolG
Come Get Her,SremmLife,Rae Sremmurd,212000,0,6,Throw it back (hood),spotify:track:1Ser4X0TKttOvo8bgdytTP
Welcome To Heartbreak ,808s &amp; Heartbreak,Kanye West,262000,0,7,Throw it back (hood),spotify:track:3F18I7LhWKxlf1PytSoTBH
Lifestyle ,Lifestyle,Rich Gang,269000,0,1,Throw it back (hood),spotify:track:7DTlsMOQjGysXHpwwpHuPl
The Pessimist ,The Album About Nothing,Wale,272000,0,40,Throw it back (hood),spotify:track:3b3SSIcnE9a77XoUEtG5Jm
Disco Inferno,The Massacre,50 Cent,214000,0,3,Throw it back (hood),spotify:track:69bHJ9qs5FrUJbKP8xU8uZ
The Need To Know ,The Album About Nothing,Wale,216000,0,54,Throw it back (hood),spotify:track:6KacmqPPQ3LNoiGFuqGChs
School Spirit,The College Dropout,Kanye West,182000,0,16,Throw it back (hood),spotify:track:1th3G3okofWlvGWAAR7Y4V
Izzo / In the End,Collision Course (Deluxe Version),Jay-Z / Linkin Park,164000,0,2,Throw it back (hood),spotify:track:39sUeHQoIGY6BEIcgTMRXW
Roses,Speakerboxxx/The Love Below (Deluxe),OutKast,369000,0,2,Throw it back (hood),spotify:track:6bUNEbXT7HovLW6BgPCBsb
Pursuit Of Happiness ,Man On The Moon: The End Of Day,Kid Cudi,295000,0,3,Throw it back (hood),spotify:track:5iSEsR6NKjlC9SrIJkyL3k
Just A Lil Bit,The Massacre,50 Cent,237000,0,2,Throw it back (hood),spotify:track:4nva9EpKntUTs6CRSGBCn9
Ms. Jackson,Stankonia,OutKast,270000,0,2,Throw it back (hood),spotify:track:0I3q5fE6wg7LIfHGngUTnV
Super Rich Kids ,channel ORANGE,Frank Ocean,304000,0,42,Throw it back (hood),spotify:track:0725YWm6Z0TpZ6wrNk64Eb
The New Workout Plan,The College Dropout,Kanye West,322000,0,13,Throw it back (hood),spotify:track:1Vp4St7JcXaUoJcIahtf3L
Red Dot Music ,Watching Movies with the Sound Off,Mac Miller,359000,0,3,Throw it back (hood),spotify:track:237B0GS3Y8VwGGD9bGl1vG
Marvin & Chardonnay  ,Finally Famous (Deluxe),Big Sean,222000,0,4,Throw it back (hood),spotify:track:5xpmdbQcfIOsE1hACcC3UK
Everything's Good   ,Acid Rap,Chance The Rapper,331890,0,8,Throw it back (hood),spotify:track:2f4K9nhN2RaRsMGaXTO3zt
21 Questions ,Get Rich or Die Tryin&#39;,50 Cent,224000,0,62,Throw it back (hood),spotify:track:41bIQPBE1lFN0mmw6Lmssz
Where the Party At ,Jagged Little Thrill,Jagged Edge,232000,0,1,Throw it back (hood),spotify:track:5mNV8Mz59bzyuQ53gTw0c0
The Watcher ,2001 (Bonus Tracks),Dr. Dre,206000,0,3,Throw it back (hood),spotify:track:1iQ5E4z6CJ38dIzvMI9Wdo
Mercy ,Mercy,Kanye West,329000,0,10,Throw it back (hood),spotify:track:4qikXelSRKvoCqFcHLB2H2
With You  ,I Am Not A Human Being,Lil Wayne,229000,0,3,Throw it back (hood),spotify:track:46ymJU8Bt4i3nj91UV1WPk
B.O.B. ,Stankonia,OutKast,304000,0,2,Throw it back (hood),spotify:track:3WibbMr6canxRJXhNtAvLU
Acid Rain  ,Acid Rap,Chance The Rapper,215358,0,1,Throw it back (hood),spotify:track:0yLsJKNJHmSnmSGl3ZodYn
No Type,SremmLife,Rae Sremmurd,200000,0,0,Throw it back (hood),spotify:track:4scpF6J5uMBvoh6sFB7EL1
m.A.A.d city ,"good kid, m.A.A.d city",Kendrick Lamar,350000,0,32,Throw it back (hood),spotify:track:439TlnnznSiBbQbgXiBqAd
Forrest Gump,channel ORANGE,Frank Ocean,194000,0,2,Frank,spotify:track:4YZbVct8l9MnAVIROnLQdx
Provider,Provider,Frank Ocean,243000,0,171,Frank,spotify:track:6R6ihJhRbgu7JxJKIbW57w
White ,The Of Tape Vol. 2,Odd Future,122000,0,111,Frank,spotify:track:2gEmgpnxseKEVRTwkSGopN
Oceans ,Magna Carta... Holy Grail,JAY-Z,237000,0,0,Frank,spotify:track:3VeW0pO2pae144rAX2oXPP
She ,Goblin,"Tyler, The Creator",253000,0,30,Frank,spotify:track:4y4KG66qCAN2TTevOAEjHy
Purity ,TESTING,A$AP Rocky,262000,0,21,Frank,spotify:track:2MF4HtZHBoUliOi9nOAbS0
Pink + White,Blonde,Frank Ocean,184000,0,15,Frank,spotify:track:3xKsf9qdS1CyvXSMEid6g8
Nature Feels,"nostalgia,ULTRA",Frank Ocean,223973,0,2,Frank,spotify:track:5kOjfRda6m7CYHmovw9Mbk
Pyramids,channel ORANGE,Frank Ocean,592000,0,5,Frank,spotify:track:4QhWbupniDd44EDtnh2bFJ
Start,channel ORANGE,Frank Ocean,45000,0,3,Frank,spotify:track:0GAE689kVy7sFT2QWZH1Xa
White ,channel ORANGE,Frank Ocean,76000,0,32,Frank,spotify:track:3xKsf9qdS1CyvXSMEid6g8
Facebook Story,Blonde,Frank Ocean,68000,0,3,Frank,spotify:track:73D5hBkiVZkopZrmBZTBWf
Where This Flower Blooms ,Flower Boy,"Tyler, The Creator",194000,0,57,Frank,spotify:track:6KuXb26rHuRy3ZDse1VRmx
Pilot Jones,channel ORANGE,Frank Ocean,184000,0,5,Frank,spotify:track:2ohegz9maxzroKBu9YhcCM
Close To You,Blonde,Frank Ocean,85000,0,3,Frank,spotify:track:1VZLEW5ZfcAbKZ94XQiSZF
RAF ,Cozy Tapes Vol. 2: Too Cozy,A$AP Mob,255000,0,32,Frank,spotify:track:6kl1qtQXQsFiIWRBK24Cfp
Biking ,Biking,Frank Ocean,277000,0,224,Frank,spotify:track:2q0VexHJirnUPnEOhr2DxK
Godspeed,Blonde,Frank Ocean,177000,0,2,Frank,spotify:track:34xTFwjPQ1dC6uJmleno7x
Thinkin Bout You,channel ORANGE,Frank Ocean,200000,0,63,Frank,spotify:track:7DfFc7a6Rwfi3YQMRbDMau
Not Just Money,channel ORANGE,Frank Ocean,59000,0,4,Frank,spotify:track:3iW3y326xuRpNVXzOMBZy5
Crack Rock,channel ORANGE,Frank Ocean,224000,0,78,Frank,spotify:track:5lcyIeEfwZTs8Ajw3kdF7P
Good Guy,Blonde,Frank Ocean,66000,0,4,Frank,spotify:track:2JUqYobT8NvARdPmc4ES2x
Wildfire ,Paradise Valley,John Mayer,85000,0,8,Frank,spotify:track:0QTCTu0CXv4X1JEE4gNpGv
Sweet Life,channel ORANGE,Frank Ocean,262000,0,6,Frank,spotify:track:6MEDfjHxnVNcYmHe3mM6L2
In My Room,In My Room,Frank Ocean,133000,0,19,Frank,spotify:track:4S4Mfvv03M1cHgIOJcbUCL
DHL,DHL,Frank Ocean,268000,0,40,Frank,spotify:track:2INhKpUdzh7v0j041gZNsz
Bad Religion,channel ORANGE,Frank Ocean,175000,0,1,Frank,spotify:track:2pMPWE7PJH1PizfgGRMnR9
Biking ,Biking (Solo),Frank Ocean,212000,0,126,Frank,spotify:track:2q0VexHJirnUPnEOhr2DxK
Analog 2 ,The Of Tape Vol. 2,Odd Future,276000,0,36,Frank,spotify:track:0d8ONGx43ZprlHlmLZODpD
Monks,channel ORANGE,Frank Ocean,200000,0,2,Frank,spotify:track:0msrDPXxZpts4FRnoX0bFr
Lost,channel ORANGE,Frank Ocean,234000,0,5,Frank,spotify:track:3GZD6HmiNUhxXYf8Gch723
Novacane,"nostalgia,ULTRA",Frank Ocean,302915,0,7,Frank,spotify:track:4osgfFTICMkcGbbigdsa53
Seigfried,Blonde,Frank Ocean,334000,0,2,Frank,spotify:track:1BViPjTT585XAhkUUrkts0
Swim Good,"nostalgia,ULTRA",Frank Ocean,256783,0,5,Frank,spotify:track:3CgZCQyuyxHRMWB9BTwmni
Chanel,Chanel,Frank Ocean,210000,0,215,Frank,spotify:track:6Nle9hKrkL1wQpwNfEkxjh
Futura Free,Blonde,Frank Ocean,564000,0,24,Frank,spotify:track:5k8LB57xOq8UUNVaKWSqrf
End,channel ORANGE,Frank Ocean,134000,0,1,Frank,spotify:track:05tFLPSXJ1BbqIXy4Jeqfh
Swim Good,Swim Good,Frank Ocean,257000,0,2,Frank,spotify:track:3CgZCQyuyxHRMWB9BTwmni
Pink Matter ,channel ORANGE,Frank Ocean,268000,0,3,Frank,spotify:track:1fOkmYW3ZFkkjIdOZSf596
Ivy,Blonde,Frank Ocean,249000,0,11,Frank,spotify:track:2ZWlPOoWh0626oTaHrnl2a
Self Control,Blonde,Frank Ocean,249000,0,4,Frank,spotify:track:5GUYJTQap5F3RDQiCOJhrS
Nikes,Blonde,Frank Ocean,314000,0,21,Frank,spotify:track:19YKaevk2bce4odJkP5L22
Super Rich Kids ,channel ORANGE,Frank Ocean,304000,0,42,Frank,spotify:track:0725YWm6Z0TpZ6wrNk64Eb
Pretty Sweet,Blonde,Frank Ocean,158000,0,3,Frank,spotify:track:17yrCsl1Ai6CZLBmGj6d6p
Solo ,Blonde,Frank Ocean,78000,0,3,Frank,spotify:track:35xSkNIXi504fcEwz9USRB
Sierra Leone,channel ORANGE,Frank Ocean,148000,0,46,Frank,spotify:track:1HwbgJAU9PZ7YbzKgVgoIF
Fertilizer,channel ORANGE,Frank Ocean,39000,0,5,Frank,spotify:track:6jypaMkKsoc5npsVzxhksl
Lens,Lens,Frank Ocean,227000,0,175,Frank,spotify:track:371H6HjS4SXGbQ9IVfFUIL
Solo,Blonde,Frank Ocean,257000,0,8,Frank,spotify:track:35xSkNIXi504fcEwz9USRB
Be Yourself,Blonde,Frank Ocean,86000,0,4,Frank,spotify:track:1IdZvb2XK8NmsovQlV6CPn
White Ferrari,Blonde,Frank Ocean,248000,0,3,Frank,spotify:track:2LMkwUfqC6S6s6qDVlEuzV
Nights,Blonde,Frank Ocean,307000,0,4,Frank,spotify:track:7eqoqGkKwgOaWNNHx90uEZ
Skyline To,Blonde,Frank Ocean,184000,0,5,Frank,spotify:track:4xR3MAscflQ262kMeiKshQ
Party On Fifth Ave.,Party On Fifth Ave.,Mac Miller,173000,0,0,Frat Rap,spotify:track:24OMJgeZvpSu92TbAe2WYh
Coast 2 Coast,Boston&#39;s Boy,Sam Adams,201000,0,2,Frat Rap,spotify:track:5Oy4nnDz7sYJJ7j3aLsrJk
Live Life,Live Life,Matt Easton,269000,0,2,Frat Rap,spotify:track:1W27eEt4EdjmEsuiSaUeVn
I Love College,Asleep In The Bread Aisle,Asher Roth,241000,0,4,Frat Rap,spotify:track:1akgiRM3mN2nxu2AX6ACCW
Driving Me Crazy,Boston&#39;s Boy,Sam Adams,243000,0,1,Frat Rap,spotify:track:2KQGs6oyLQwfqSZ5Zs0eje
Frick Park Market,Frick Park Market,Mac Miller,197000,0,0,Frat Rap,spotify:track:2Y0kKL90NsxMNAHqvTuhps
Cake Boy,Cake Boy,Hoodie Allen,162000,0,4,Frat Rap,spotify:track:5kkXF6LWm1mCrQNEFEdpUl
Frick Park Market,Frick Park Market,Mac Miller,197000,0,0,Frat Rap,spotify:track:2Y0kKL90NsxMNAHqvTuhps
Lucky Ass Bitch,Lucky Ass Bitch,Mac Miller,256000,0,0,Frat Rap,spotify:track:2Ip78LSgtTPS123wRhh9Nz
Lark On My Go-Kart,Asleep In The Bread Aisle,Asher Roth,174000,0,1,Frat Rap,spotify:track:7g1yl3UgC1m0E1qPqCDwwZ
No Faith in Brooklyn ,All American,Hoodie Allen,201000,0,4,Frat Rap,spotify:track:4V8uu21mnpyg7BElNNJdPs
Kool Aid and Frozen Pizza,Kool Aid and Frozen Pizza,Mac Miller,157000,0,1,Frat Rap,spotify:track:2TyjVO7KBdGHBvQxAnFFsa
Champagne and Pools ,Happy Camper,Hoodie Allen,214000,0,55,Frat Rap,spotify:track:7HytU9V8vMCUayply0lYBq
Party On Fifth Ave.,Party On Fifth Ave.,Mac Miller,173000,0,0,Frat Rap,spotify:track:24OMJgeZvpSu92TbAe2WYh
Knock Knock,Knock Knock,Mac Miller,202000,0,0,Frat Rap,spotify:track:3uYm4MtU6jUQft2DtGqEoZ
Nikes on My Feet,Nikes on My Feet,Mac Miller,164000,0,4,Frat Rap,spotify:track:29GefKRTSVW3ag4Xegm8jP
These Days,This Isn&#39;t The Album,Mike Stud,268000,0,1,Frat Rap,spotify:track:5tsI3xxDHDgzHhn30LTQNz
Senior Skip Day,Senior Skip Day,Mac Miller,147000,0,4,Frat Rap,spotify:track:6vVftwBiIaM9xDVZhSwTCJ
All The Way Turnt Up ,All The Way Turnt Up,Roscoe Dash,295000,0,0,Frat Rap,spotify:track:4YAtIop3U0HsJ7jE94BCmX
No Interruption,All American,Hoodie Allen,215000,0,3,Frat Rap,spotify:track:2yJVeT8cP1zstJxRP7Nlv8
Show Out,Ready Set Go! (Explicit Version),Roscoe Dash,201000,0,1,Frat Rap,spotify:track:2lAoEsoo4siilh2m453gx7
1+1=0 ,Walkin&#39;,SURAN,192000,0,22,🇰🇷🇰🇵,spotify:track:3IRR7SWdHVojpCWfnwM2Vs
This Love ,BigBang First Single,BIGBANG,210000,0,14,🇰🇷🇰🇵,spotify:track:193HVhkvYCYbyfQHXWJnos
dayfly ,dayfly,DEAN,207000,0,15,🇰🇷🇰🇵,spotify:track:2AA1f7utyvXpmtKsEvp5lz
Cigarette ,boy.,offonoff ,241000,0,34,🇰🇷🇰🇵,spotify:track:14p5EKgbPx4U3P1j5JNHeh
She’s a Baby,TELEVISION,ZICO,165000,0,6,🇰🇷🇰🇵,spotify:track:2sXEt6xhBXrefqPqNTyQNr
White T-Shirt,She is - The 1st Album,JONGHYUN,178000,0,18,🇰🇷🇰🇵,spotify:track:3HJnccV29D9AWUwfjLVKQm
Rain Again Tomorrow,sleepless in __________,EPIK HIGH,179000,0,19,🇰🇷🇰🇵,spotify:track:5E6YIdUMaGNxfyLjmutMKn
Any song,Any song,ZICO,227000,0,1,🇰🇷🇰🇵,spotify:track:1iIhGHzzrzqQfuNkFI2qAn
none,none,Crush,219000,0,2,🇰🇷🇰🇵,spotify:track:0qVmnY53N0Qkb9YdOy4owI
No Make Up,No Make Up,Zion.T,189000,0,1,🇰🇷🇰🇵,spotify:track:3PWyoYwI4iHLnLWltMt4gd
Bonnie & Clyde,130 Mood : TRBL,DEAN,224000,0,29,🇰🇷🇰🇵,spotify:track:6IFpwncCkKrXHyP0RuG9r6
BBIBBI,BBIBBI,IU,194000,0,4,🇰🇷🇰🇵,spotify:track:4as4XEOR03oGm1STUKl6pa
summerfever,summerfever,BEVY MACO,210000,0,10,🇰🇷🇰🇵,spotify:track:6Gl1JtPoUNmZbKCd7LkmUP
The Truth Untold ,Love Yourself 結 &#39;Answer&#39;,BTS,242000,0,14,🇰🇷🇰🇵,spotify:track:48XfojJC87VKLlUotYV0Gm
빛이 나 Shinin',Poet ᛁ Artist,JONGHYUN,172000,0,31,🇰🇷🇰🇵,spotify:track:3PbsYQc7kMKFaJMs1Cj3tj
homeless door ,boy.,offonoff ,305000,0,15,🇰🇷🇰🇵,spotify:track:2d9wb1ricMFwSjMegIxPms
FAKE LOVE,Love Yourself 轉 &#39;Tear&#39;,BTS,242000,0,8,🇰🇷🇰🇵,spotify:track:3aW0ds4A4tSQDIp75FqWTo
Cereal ,wonderlost,Crush,218000,0,13,🇰🇷🇰🇵,spotify:track:4G5SXAQyz9D75KmKTLbI0X
Come Over,Limbo,DEAN,266000,0,31,🇰🇷🇰🇵,spotify:track:7LN1f9jAIu7yxBzsLMN7RB
Angel ,Angel (feat. TAEYEON),Chancellor,264000,0,3,🇰🇷🇰🇵,spotify:track:6O5mgpq2xv3ZQGXnL3TNVW
Lullaby For A Cat,sleepless in __________,EPIK HIGH,131000,0,24,🇰🇷🇰🇵,spotify:track:4uf6GYD0cShgYKvRiKDNYt
Golden  ,Golden,Hoody,220000,0,11,🇰🇷🇰🇵,spotify:track:1aoVp7cBSUFvhQPdP1LIaE
in the car,boy.,offonoff ,177000,0,18,🇰🇷🇰🇵,spotify:track:3pYKGgI0CzsiXUtqI97tuR
Christ,The Island Kid,pH-1,221000,0,6,🇰🇷🇰🇵,spotify:track:5MW9eNvPskYa9BrOJjNhhL
boy,boy.,offonoff ,234000,0,37,🇰🇷🇰🇵,spotify:track:77bGNpC1hZH3JSZQhR1vxn
Right Here Right Now ,Coming To You Live,DPR LIVE,213000,0,3,🇰🇷🇰🇵,spotify:track:47UUNYT0lsDnX9EYHIBf3L
gold ,boy.,offonoff ,236000,0,61,🇰🇷🇰🇵,spotify:track:0EYOhg4jMf7hCLeQIxlvKL
Laputa ,Coming To You Live,DPR LIVE,217000,0,2,🇰🇷🇰🇵,spotify:track:5WQC05Grv4VpCYYwKzJYzY
기억을 걷는 밤 Walk On Memories,THE WAR - The 4th Album,EXO,232000,0,8,🇰🇷🇰🇵,spotify:track:6lRGSp6vkzCvrHSwqO9Tx6
Good Day ,Show Me the Money 777 (Episode 1),pH-1,266000,0,6,🇰🇷🇰🇵,spotify:track:72F9GGy4X7Q1EwagZdvNcU
I Call It Love,Flip,SIK-K,184000,0,12,🇰🇷🇰🇵,spotify:track:0boem5CoJnf3xXVuDkzlWt
Honestly,Honestly,Eric Nam,206000,0,13,🇰🇷🇰🇵,spotify:track:7uW2sLxLjNgQJHa71LGVGr
Dirty Martini Girl,Dirty Martini Girl,Mlma,227000,0,19,🇰🇷🇰🇵,spotify:track:4zX6I8dZ5kR43MJtyL6Cu1
May,May,Zion.T,196000,0,1,🇰🇷🇰🇵,spotify:track:6Mnnb4HXLTUUUG1JT7jGql
COCO BOTTLE,COCO BOTTLE,PENOMECO,187000,0,6,🇰🇷🇰🇵,spotify:track:3hHpCjJdBBw4KjizY8l72r
,130 Mood : TRBL,DEAN,207000,0,29,🇰🇷🇰🇵,spotify:track:2QYno91GbXJ9eMGoKId8dG
Lovestruck,Wave,Colde,219000,0,12,🇰🇷🇰🇵,spotify:track:6c3IzgWIRFPKPcoMj4l4bh
Moon,She is - The 1st Album,JONGHYUN,164000,0,11,🇰🇷🇰🇵,spotify:track:6NeEgmjQRN1QlDbNDhWb3P
"Moon, 12:04am",boy.,offonoff ,223000,0,16,🇰🇷🇰🇵,spotify:track:57mWHxgHxZnhFhFiBrpYUV
Too Much ,BLEACHED,Loco,191000,0,39,🇰🇷🇰🇵,spotify:track:1iArAuiiDPjtZcwO33YeLF
woo ah,Interlude,Crush,221000,0,9,🇰🇷🇰🇵,spotify:track:5iOAtCkFtfPZoMeMbhMIY0
I Need a Girl ,Solar,TAEYANG,218000,0,18,🇰🇷🇰🇵,spotify:track:1GThn1G6EoM3ZQbcsAlBTE
Expensive,harry,pH-1,177000,0,9,🇰🇷🇰🇵,spotify:track:7E531QV0xZddeohhz1IbOU
Eat,Eat,Zion.T,161000,0,4,🇰🇷🇰🇵,spotify:track:0q3xk0VI0w7omVXYA09sVw
Photograph,boy.,offonoff ,239000,0,25,🇰🇷🇰🇵,spotify:track:0PkpRtJqrwuXhbdtJuQm7E
party  ,H.A.L.F (Have.A.Little.Fun),Sik K,216000,0,32,🇰🇷🇰🇵,spotify:track:1XiRSYNZaDunJcZYlC1dU3
Your Dog Loves You ,Your Dog Loves You,Colde,270000,0,12,🇰🇷🇰🇵,spotify:track:2XdyebP7KxClMOse2C5iyA
Make Up ,Sun And Moon,Sam Kim,207000,0,6,🇰🇷🇰🇵,spotify:track:19zsSUEuJNzNA6eqInqyF9
Ring Ring ,H.A.L.F (Have.A.Little.Fun),Sik K,206000,0,18,🇰🇷🇰🇵,spotify:track:23oMQhTRUBT4TlN4bHdzCx
In Seoul ,sleepless in __________,EPIK HIGH,222000,0,16,🇰🇷🇰🇵,spotify:track:4PA4shomDPO4XTHUYbNmjB
LOVE SCENARIO,Return,iKON,209000,0,7,🇰🇷🇰🇵,spotify:track:6qAzAmPBUpGrk7XADZHR5k
데자-부 Déjà-Boo ,The 1st Mini Album &#39;BASE&#39;,JONGHYUN,209000,0,28,🇰🇷🇰🇵,spotify:track:3vmL3zJZg3AW5idifrAve4
Complex ,OO,Zion.T,207000,0,9,🇰🇷🇰🇵,spotify:track:7eRJCsnC77QvpK68xihrVD
Homebody,staying,pH-1,221000,0,8,🇰🇷🇰🇵,spotify:track:6MI31BOtD6AKOF0an4fP2H
fall,wonderlust,Crush,231000,0,18,🇰🇷🇰🇵,spotify:track:28rrN7Ld05dEpnzfbveu0A
Malibu ,HALO,pH-1,250000,0,6,🇰🇷🇰🇵,spotify:track:5QeJr4u2K4NsWjG5oAj0Kp
Wedding Dress,Solar,TAEYANG,240000,0,24,🇰🇷🇰🇵,spotify:track:3M0qHiwpoXUMffAS1CBB6M
I Just Wanna Dance,I Just Wanna Dance - The 1st Mini Album,Tiffany,209000,0,12,🇰🇷🇰🇵,spotify:track:2H6S5o9ndltrF1SIHkVLgV
No Different ,sleepless in __________,EPIK HIGH,200000,0,20,🇰🇷🇰🇵,spotify:track:7ztlf9mCrjoLXAYYf0LCYx
Move,Wave,Colde,253000,0,18,🇰🇷🇰🇵,spotify:track:030eWXSRIGEvmX2zLDIj0E
Jasmine,Her,DPR LIVE,201000,0,8,🇰🇷🇰🇵,spotify:track:2IgbYlOlFpiSFYnsqB39lM
Falling For U,SEVENTEEN SPECIAL ALBUM &#39;DIRECTOR&#39;S CUT’,SEVENTEEN,235000,0,14,🇰🇷🇰🇵,spotify:track:01aVuBzov1TL2iCNhwkguC
